ITEM: TIMESTEP
26200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
72 138.085 
73 21.1235 
74 -104.241 
75 138.426 
76 13.0608 
77 -104.613 
78 -99.8775 
79 134.758 
80 17.0836 
81 -166.158 
82 -43.756 
83 73.6721 
84 171.468 
85 49.4769 
86 -69.0543 
87 -139.543 
88 94.2443 
89 -25.3958 
90 -168.668 
91 75.9846 
92 -44.8378 
93 -158.223 
94 80.9547 
95 -42.875 
96 -43.3724 
97 -164.195 
98 71.9754 
99 -157.961 
100 -45.5921 
101 77.5885 
102 -148.686 
103 86.984 
104 -27.8181 
105 -59.1418 
106 58.5239 
107 -173.319 
108 -154.177 
109 83.1066 
110 -33.2193 
111 -156.343 
112 87.3307 
113 -33.6273 
114 -39.4459 
115 -155.772 
116 83.2702 
ITEM: TIMESTEP
28900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 46.0148 
2 -67.0019 
3 172.169 
4 -167.503 
5 -167.732 
6 78.1786 
7 -44.2399 
8 -45.691 
9 -159.78 
10 77.8013 
11 69.0049 
12 -45.0842 
13 -151.377 
14 78.2582 
15 -31.6633 
16 -164.671 
17 85.4072 
18 -34.3069 
19 -48.1676 
20 -158.089 
21 82.1967 
22 171.324 
23 -60.595 
24 55.2633 
25 163.128 
26 40.9595 
27 -82.4495 
28 -141.724 
29 100.529 
30 -18.2431 
31 -168.43 
32 -40.956 
33 71.563 
34 -176.065 
35 -49.802 
36 68.5767 
37 169.077 
38 42.1181 
39 -77.5866 
40 158.078 
41 38.3729 
42 -74.964 
43 -83.2052 
44 157.09 
45 43.7533 
46 -148.003 
47 95.7744 
48 -22.6897 
49 127.256 
50 6.47585 
51 -115.888 
52 123.332 
53 -0.195985 
54 -120.976 
55 -25.573 
56 94.2038 
57 162.72 
58 -74.1697 
59 42.8859 
60 169.855 
61 47.1015 
62 -69.4925 
63 168.973 
64 52.3795 
65 -68.2731 
66 -74.996 
67 168.41 
68 47.7575 
69 178.596 
70 58.8808 
71 -56.4554 
72 176.737 
73 55.8475 
74 -60.8696 
75 178.765 
76 62.0479 
77 -60.3456 
78 -63.8989 
79 179.384 
80 56.9904 
81 173.147 
82 -62.5044 
83 51.3301 
84 -160.183 
85 81.3166 
86 -39.1776 
87 -156.5 
88 82.0245 
89 -34.9282 
90 -145.905 
91 97.3547 
92 -20.8735 
93 -145.662 
94 96.11 
95 -28.9216 
96 -25.33 
97 -143.558 
98 91.4102 
99 -127.281 
100 -15.6043 
101 107.467 
102 -136.066 
103 106.138 
104 -9.60626 
105 -57.2877 
106 57.0645 
107 -179.748 
108 -177.769 
109 64.6193 
110 -48.6197 
111 179.905 
112 66.6659 
113 -62.4837 
114 -61.3905 
115 -174.63 
116 56.2208 
ITEM: TIMESTEP
29000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 92.8479 
2 -16.4621 
3 -137.336 
4 -175.672 
5 178.551 
6 60.2656 
7 -54.6021 
8 -67.8985 
9 173.816 
10 58.9488 
11 57.4803 
12 -60.8048 
13 161.351 
14 44.1334 
15 -74.6351 
16 158.62 
17 39.8512 
18 -84.1626 
19 -85.8889 
20 155.343 
21 31.3288 
22 150.636 
23 -91.9283 
24 30.65 
25 179.671 
26 58.5399 
27 -55.3721 
28 -113.475 
29 125.382 
30 12.8114 
31 -178.343 
32 -57.8799 
33 62.4672 
34 -158.902 
35 -27.0497 
36 88.2831 
37 -174.793 
38 51.1395 
39 -64.0732 
40 172.26 
41 57.0475 
42 -53.672 
43 -77.3963 
44 167.391 
45 56.6715 
46 -158.26 
47 87.1014 
48 -33.2021 
49 62.4766 
50 -53.9082 
51 177.531 
52 61.1464 
53 -66.6418 
54 176.973 
55 -73.3327 
56 46.4452 
57 -148.295 
58 -29.8917 
59 90.334 
60 -122.422 
61 116.879 
62 -0.982478 
63 -122.475 
64 119.664 
65 -1.77549 
66 -6.38102 
67 -124.242 
68 114.318 
69 -161.89 
70 80.1515 
71 -41.8894 
72 163.645 
73 41.846 
74 -73.9068 
75 169.516 
76 53.7629 
77 -68.6854 
78 -78.7078 
79 165.539 
80 43.0911 
81 -164.421 
82 -41.436 
83 73.0372 
84 168.485 
85 44.0728 
86 -75.0908 
87 -174.966 
88 73.8295 
89 -52.9436 
90 -167.516 
91 69.3119 
92 -49.1431 
93 -179.499 
94 62.0458 
95 -56.327 
96 -58.1886 
97 -176.644 
98 64.9836 
99 -119.399 
100 3.36854 
101 121.833 
102 -138.857 
103 106.945 
104 -9.72059 
105 -69.5385 
106 46.2916 
107 161.184 
108 -165.646 
109 79.6036 
110 -32.7271 
111 -162.077 
112 85.592 
113 -47.3265 
114 -49.7781 
115 -162.109 
116 64.9728 
ITEM: TIMESTEP
29100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 77.3155 
2 -34.7733 
3 -155.552 
4 -165.566 
5 76.3454 
6 -46.0109 
7 -169.227 
8 68.4164 
9 -51.1388 
10 -51.2014 
11 -173.558 
12 66.8871 
13 -171.275 
14 -53.9209 
15 69.0899 
16 173.792 
17 52.4108 
18 -65.3874 
19 178.334 
20 174.953 
21 53.2548 
22 -63.2119 
23 -65.882 
24 172.42 
25 55.9536 
26 56.4983 
27 -65.1995 
28 -125.809 
29 110.499 
30 -7.18496 
31 176.432 
32 -60.745 
33 62.5278 
34 -158.289 
35 -30.9293 
36 88.0626 
37 -140.424 
38 90.5697 
39 -34.5584 
40 -147.551 
41 87.3209 
42 -18.5451 
43 -31.4476 
44 -156.576 
45 97.5582 
46 161.064 
47 44.6285 
48 -72.8817 
49 59.0181 
50 -61.4084 
51 174.446 
52 54.0192 
53 -69.3432 
54 170.23 
55 -65.2774 
56 54.3285 
57 -104.487 
58 12.7058 
59 138.101 
60 -124.754 
61 118.535 
62 -4.48077 
63 -118.687 
64 118.297 
65 -1.97586 
66 2.80975 
67 -120.206 
68 119.521 
69 -171.805 
70 63.8769 
71 -54.8485 
72 139.496 
73 17.6365 
74 -101.685 
75 137.912 
76 18.5912 
77 -100.228 
78 -105.318 
79 135.361 
80 16.5414 
81 -162.663 
82 -38.5891 
83 77.5051 
84 170.708 
85 50.3397 
86 -68.0625 
87 -173.355 
88 73.9839 
89 -48.0226 
90 -169.869 
91 71.565 
92 -51.7255 
93 -174.585 
94 62.1243 
95 -56.0196 
96 -54.8828 
97 -178.173 
98 63.6828 
99 -130.747 
100 -12.1958 
101 111.289 
102 -164.053 
103 77.4644 
104 -44.1048 
105 -70.1705 
106 50.3725 
107 165.563 
108 166.558 
109 44.7737 
110 -70.0474 
111 165.298 
112 50.4769 
113 -72.9177 
114 -73.8149 
115 171.364 
116 47.9694 
ITEM: TIMESTEP
29200
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 127.561 
2 15.6579 
3 -111.732 
4 152.985 
5 25.592 
6 -88.7807 
7 144.039 
8 29.666 
9 -88.5687 
10 -96.6675 
11 148.96 
12 30.7251 
13 173.28 
14 -63.5823 
15 55.0406 
16 -145.298 
17 100.765 
18 -21.9139 
19 -130.105 
20 -133.694 
21 113.874 
22 -11.3892 
23 -16.8651 
24 -129.297 
25 105.44 
26 107.59 
27 -4.84237 
28 -176.644 
29 61.9471 
30 -57.9677 
31 -156.243 
32 -35.1536 
33 82.3627 
34 161.701 
35 -77.2398 
36 42.3542 
37 164.765 
38 44.9831 
39 -73.7224 
40 168.039 
41 49.3336 
42 -72.1792 
43 -75.2519 
44 166.043 
45 44.53 
46 -161.624 
47 81.9254 
48 -39.1324 
49 100.633 
50 -16.7927 
51 -140.178 
52 102.396 
53 -26.699 
54 -144.125 
55 -63.7596 
56 52.5168 
57 -107.096 
58 12.624 
59 133.529 
60 -117.223 
61 116.811 
62 -0.302064 
63 -120.125 
64 122.762 
65 5.84097 
66 0.943153 
67 -116.17 
68 126.909 
69 -170 
70 67.2735 
71 -50.0197 
72 157.43 
73 39.3442 
74 -86.3816 
75 157.576 
76 31.8507 
77 -84.3375 
78 -80.054 
79 154.22 
80 38.0321 
81 -169.141 
82 -52.0856 
83 73.643 
84 155.618 
85 35.7861 
86 -80.9994 
87 -179.868 
88 53.2576 
89 -64.2768 
90 -174.585 
91 67.6964 
92 -54.0075 
93 -168.673 
94 69.623 
95 -50.9543 
96 -48.8405 
97 -170.544 
98 68.8783 
99 172.27 
100 -70.5599 
101 53.2597 
102 170.746 
103 46.9799 
104 -74.3721 
105 21.9717 
106 137.502 
107 -98.5372 
108 -159.925 
109 76.5605 
110 -41.1199 
111 -156.121 
112 86.1987 
113 -32.6064 
114 -36.6743 
115 -154.355 
116 86.8402 
ITEM: TIMESTEP
29300
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 150.829 
2 33.9508 
3 -89.145 
4 -159.45 
5 80.8982 
6 -37.9993 
7 -160.432 
8 80.6703 
9 -40.7805 
10 -39.5396 
11 -158.437 
12 80.1121 
13 176.163 
14 -65.4693 
15 56.2391 
16 -179.943 
17 65.9538 
18 -60.286 
19 -141.02 
20 -143.778 
21 99.7375 
22 -22.2429 
23 -20.1847 
24 -136.669 
25 101.35 
26 97.4447 
27 -19.0399 
28 -171.521 
29 69.1734 
30 -52.4674 
31 -147.693 
32 -31.0742 
33 86.9212 
34 -176.848 
35 -65.7617 
36 57.6209 
37 -172.173 
38 70.9941 
39 -40.6473 
40 -171.447 
41 76.9121 
42 -54.6131 
43 -50.3759 
44 -162.017 
45 66.4575 
46 162.486 
47 31.8005 
48 -87.5504 
49 51.459 
50 -72.7057 
51 -173.408 
52 62.4272 
53 -55.7641 
54 -179.929 
55 -67.2535 
56 56.0726 
57 -124.74 
58 0.955716 
59 116.959 
60 -121.193 
61 113.965 
62 0.34393 
63 -123.852 
64 122.527 
65 0.989708 
66 -4.94805 
67 -118.57 
68 119.893 
69 -167.127 
70 72.8716 
71 -47.8863 
72 -158.548 
73 80.3416 
74 -35.3843 
75 -158.241 
76 86.0327 
77 -37.1314 
78 -38.5548 
79 -154.281 
80 82.5551 
81 170.007 
82 -68.2553 
83 45.7057 
84 -171.682 
85 67.5308 
86 -55.9057 
87 151.028 
88 29.6256 
89 -91.6352 
90 165.314 
91 46.3933 
92 -69.5776 
93 174.182 
94 58.2111 
95 -66.8972 
96 -68.757 
97 175.272 
98 50.1639 
99 157.894 
100 -85.8749 
101 31.5367 
102 153.199 
103 41.3063 
104 -81.0069 
105 94.6864 
106 -155.687 
107 -37.8242 
108 169.513 
109 56.9731 
110 -57.6626 
111 171.842 
112 57.2062 
113 -75.6186 
114 -68.0663 
115 177.298 
116 44.4732 
ITEM: TIMESTEP
29400
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 90.0641 
2 -26.5774 
3 -148.519 
4 174.519 
5 61.5391 
6 -63.9102 
7 177.605 
8 52.1562 
9 -69.415 
10 -59.1188 
11 175.432 
12 53.8607 
13 -170.095 
14 -51.5732 
15 66.8768 
16 -152.462 
17 85.066 
18 -34.6843 
19 -153.585 
20 -139.844 
21 86.2063 
22 -30.6158 
23 -23.9692 
24 -157.919 
25 85.2593 
26 97.1861 
27 -36.7633 
28 -156.111 
29 81.4974 
30 -33.7996 
31 -172.833 
32 -55.6863 
33 71.3449 
34 167.855 
35 -80.7192 
36 38.0928 
37 -169.834 
38 80.7936 
39 -32.2016 
40 -160.312 
41 86.6929 
42 -50.9397 
43 -42.4663 
44 -155.461 
45 66.9059 
46 154.298 
47 18.9157 
48 -92.4166 
49 66.5429 
50 -53.0103 
51 -154.447 
52 85.9993 
53 -38.2927 
54 -157.846 
55 -22.1426 
56 97.5307 
57 -130.214 
58 -2.03621 
59 110.271 
60 -127.61 
61 102.426 
62 -8.75528 
63 -133.182 
64 115.636 
65 -3.2189 
66 -19.5665 
67 -130.748 
68 110.397 
69 -163.34 
70 77.1936 
71 -42.7145 
72 134.827 
73 15.7557 
74 -104.185 
75 137.77 
76 17.829 
77 -103.158 
78 -104.329 
79 135.73 
80 14.7426 
81 170.57 
82 -71.2028 
83 46.7572 
84 169.704 
85 45.927 
86 -69.6949 
87 -159.562 
88 77.6559 
89 -41.7173 
90 161.076 
91 42.0871 
92 -73.2823 
93 163.147 
94 47.7777 
95 -77.864 
96 -76.7876 
97 167.843 
98 42.2014 
99 140.748 
100 -103.946 
101 14.7378 
102 -164.291 
103 77.615 
104 -49.1448 
105 53.4286 
106 172.781 
107 -69.4793 
108 -152.547 
109 86.9923 
110 -31.5814 
111 -153.618 
112 87.8079 
113 -33.158 
114 -32.992 
115 -151.566 
116 87.4684 
ITEM: TIMESTEP
29500
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 141.056 
2 14.2051 
3 -98.979 
4 -175.22 
5 53.2359 
6 -61.3492 
7 178.85 
8 64.2646 
9 -49.6058 
10 -64.6632 
11 -179.248 
12 66.8814 
13 175.712 
14 -52.5406 
15 61.7499 
16 -172.054 
17 71.7115 
18 -47.9321 
19 -132.9 
20 -133.874 
21 103.335 
22 -15.136 
23 -17.5219 
24 -140.313 
25 101.216 
26 108.361 
27 -14.4299 
28 161.929 
29 37.578 
30 -77.0629 
31 -175.092 
32 -54.5064 
33 64.9096 
34 -160.989 
35 -48.9189 
36 75.1126 
37 174.685 
38 64.4317 
39 -55.8612 
40 -170.628 
41 69.0794 
42 -60.3746 
43 -58.7518 
44 -179.045 
45 51.5014 
46 -164.682 
47 63.8328 
48 -50.6029 
49 66.1685 
50 -41.7367 
51 -161.739 
52 90.3561 
53 -48.2035 
54 -156.109 
55 -21.5871 
56 87.4392 
57 173.914 
58 -65.7395 
59 53.6611 
60 -165.844 
61 71.3069 
62 -48.532 
63 -165.122 
64 75.0388 
65 -42.2734 
66 -52.3768 
67 -172.216 
68 70.4721 
69 -163.156 
70 75.023 
71 -44.1256 
72 -161.011 
73 79.1924 
74 -38.8727 
75 -161.025 
76 80.9102 
77 -41.2285 
78 -46.2001 
79 -164.265 
80 73.5962 
81 -178.243 
82 -58.6169 
83 56.7847 
84 -171.507 
85 68.5357 
86 -42.8694 
87 -177.87 
88 62.4493 
89 -58.0892 
90 139.749 
91 21.3872 
92 -97.9439 
93 137.997 
94 18.666 
95 -103.641 
96 -102.933 
97 137.736 
98 15.4287 
99 -178.664 
100 -63.5464 
101 58.2735 
102 -131.8 
103 108.749 
104 -14.9893 
105 31.1579 
106 150.532 
107 -88.8705 
108 175.592 
109 50.5843 
110 -61.2605 
111 168.816 
112 56.9715 
113 -66.1756 
114 -72.7274 
115 175.428 
116 52.2808 
ITEM: TIMESTEP
29600
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 71.3665 
2 -48.3703 
3 -162.425 
4 -167.953 
5 71.5647 
6 -49.938 
7 -172.413 
8 66.084 
9 -51.931 
10 -55.9793 
11 -177.482 
12 64.503 
13 179.91 
14 -59.0502 
15 55.9976 
16 177.545 
17 62.116 
18 -57.5965 
19 -141.989 
20 -142.274 
21 102.239 
22 -23.0516 
23 -26.7355 
24 -142.223 
25 92.4868 
26 98.7884 
27 -16.699 
28 161.953 
29 45.0976 
30 -75.2731 
31 168.434 
32 -72.8849 
33 42.3862 
34 -167.882 
35 -51.2338 
36 66.8497 
37 -176.734 
38 64.6534 
39 -54.3783 
40 -176.471 
41 64.4971 
42 -57.859 
43 -61.6149 
44 179.353 
45 56.9973 
46 -152.391 
47 79.1445 
48 -35.949 
49 79.3358 
50 -32.811 
51 -147.81 
52 100.044 
53 -37.0988 
54 -149.246 
55 -71.4677 
56 40.4731 
57 -150.273 
58 -33.7242 
59 87.8124 
60 -100.565 
61 140.572 
62 25.8302 
63 -98.3564 
64 146.902 
65 20.5069 
66 19.2977 
67 -95.4436 
68 138.161 
69 -165.072 
70 74.5631 
71 -42.7351 
72 163.322 
73 38.7419 
74 -83.3077 
75 156.803 
76 34.7531 
77 -78.6175 
78 -87.8264 
79 150.124 
80 36.7535 
81 -178.188 
82 -51.8579 
83 64.7248 
84 170.212 
85 56.4119 
86 -61.4861 
87 -153.126 
88 94.2068 
89 -27.3788 
90 169.629 
91 50.4443 
92 -72.0509 
93 160.503 
94 38.0082 
95 -80.3122 
96 -79.6849 
97 157.82 
98 39.4994 
99 -176.935 
100 -55.7353 
101 64.252 
102 -161.555 
103 76.096 
104 -45.3753 
105 23.5045 
106 145.213 
107 -99.5298 
108 -171.803 
109 63.795 
110 -46.3755 
111 -175.897 
112 73.9323 
113 -51.4951 
114 -56.1025 
115 -166.273 
116 68.2996 
ITEM: TIMESTEP
29700
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 -68.4206 
2 171.264 
3 54.5589 
4 169.333 
5 51.3373 
6 -68.7684 
7 167.609 
8 47.5035 
9 -74.3946 
10 -78.0132 
11 161.881 
12 39.9829 
13 -169.691 
14 -48.0048 
15 67.731 
16 -152.497 
17 87.4141 
18 -27.4258 
19 -150.548 
20 -146.534 
21 91.9528 
22 -28.1574 
23 -32.0251 
24 -153.539 
25 86.3511 
26 91.0759 
27 -30.4376 
28 -173.469 
29 63.7256 
30 -54.8569 
31 179.421 
32 -63.419 
33 63.6563 
34 179.723 
35 -51.7817 
36 68.2108 
37 -177.283 
38 57.5613 
39 -64.3586 
40 -178.752 
41 59.3284 
42 -53.5961 
43 -58.2605 
44 179.82 
45 66.8951 
46 -170.656 
47 75.1123 
48 -52.8314 
49 93.8725 
50 -36.298 
51 -151.27 
52 78.5591 
53 -26.858 
54 -157.028 
55 -79.974 
56 47.3931 
57 -124.127 
58 -1.86178 
59 113.477 
60 -93.4625 
61 140.256 
62 29.5734 
63 -93.5279 
64 155.789 
65 32.7533 
66 22.599 
67 -88.084 
68 148.88 
69 176.071 
70 54.8766 
71 -64.9419 
72 149.356 
73 29.2003 
74 -95.3487 
75 153.175 
76 28.6256 
77 -86.6698 
78 -90.5868 
79 144.864 
80 29.5689 
81 163.721 
82 -74.7522 
83 46.6198 
84 -160.757 
85 75.0093 
86 -45.7461 
87 -162.84 
88 83.091 
89 -31.6833 
90 -175.853 
91 62.7304 
92 -56.2366 
93 172.581 
94 53.6135 
95 -66.0032 
96 -66.7024 
97 174.331 
98 54.7139 
99 -171.566 
100 -50.0121 
101 71.0569 
102 174.627 
103 57.3298 
104 -60.8884 
105 54.4237 
106 171.815 
107 -69.0592 
108 -168.845 
109 74.7823 
110 -44.812 
111 -165.275 
112 75.1307 
113 -48.9025 
114 -45.1103 
115 -164.705 
116 71.2622 
ITEM: TIMESTEP
29800
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 -55.6051 
2 178.327 
3 60.9679 
4 -171.842 
5 66.8155 
6 -54.819 
7 -168.914 
8 69.4511 
9 -47.5714 
10 -53.9675 
11 -175.602 
12 67.3755 
13 159.641 
14 -76.7025 
15 44.289 
16 175.904 
17 56.3058 
18 -57.5035 
19 -156.901 
20 -156.8 
21 88.1231 
22 -35.6044 
23 -43.5379 
24 -158.615 
25 77.6574 
26 81.9034 
27 -33.1737 
28 -165.958 
29 76.8581 
30 -42.5567 
31 -144.867 
32 -24.1007 
33 97.1888 
34 -167.824 
35 -42.8056 
36 75.461 
37 169.562 
38 39.0666 
39 -83.9028 
40 158.119 
41 35.1496 
42 -71.3859 
43 -82.2277 
44 154.803 
45 48.2674 
46 174.902 
47 62.4935 
48 -58.7919 
49 97.404 
50 -23.7416 
51 -154.227 
52 84.6271 
53 -39.2006 
54 -160.346 
55 -47.7187 
56 70.1313 
57 -152.068 
58 -33.4847 
59 90.0023 
60 -106.523 
61 133.438 
62 14.2871 
63 -105.62 
64 135.23 
65 14.4193 
66 9.46362 
67 -109.687 
68 129.503 
69 -174.754 
70 64.1051 
71 -58.5303 
72 -171.438 
73 67.2982 
74 -49.9529 
75 -171.258 
76 71.4905 
77 -49.9944 
78 -52.4242 
79 -169.675 
80 68.8398 
81 -142.702 
82 -22.4554 
83 94.0091 
84 174.091 
85 55.4932 
86 -67.8069 
87 167.474 
88 44.8185 
89 -76.8591 
90 126.36 
91 2.27794 
92 -116.549 
93 125.267 
94 6.44054 
95 -110.651 
96 -114.136 
97 127.037 
98 9.94572 
99 -176.168 
100 -49.9536 
101 70.0983 
102 -162.314 
103 79.0654 
104 -36.5947 
105 108.209 
106 -138.439 
107 -16.409 
108 173.043 
109 57.1446 
110 -60.0529 
111 178.725 
112 61.5274 
113 -65.3762 
114 -63.8269 
115 178.976 
116 52.0721 
ITEM: TIMESTEP
29900
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 -52.605 
2 178.721 
3 64.9168 
4 -171.503 
5 66.1528 
6 -54.5509 
7 -168.771 
8 70.5254 
9 -46.4266 
10 -55.584 
11 -176.288 
12 66.7604 
13 179.386 
14 -54.0783 
15 63.6426 
16 -178.522 
17 62.5119 
18 -55.2592 
19 -166.361 
20 -176.134 
21 75.046 
22 -50.1823 
23 -56.4687 
24 -165.288 
25 69.4832 
26 67.687 
27 -41.1327 
28 171.619 
29 57.0157 
30 -60.6213 
31 -160.023 
32 -39.8415 
33 77.8713 
34 -123.676 
35 2.34591 
36 122.14 
37 175.983 
38 48.7301 
39 -68.4465 
40 169.067 
41 51.8907 
42 -63.6795 
43 -79.959 
44 162.864 
45 47.2942 
46 -168.505 
47 76.3507 
48 -38.7551 
49 80.8171 
50 -25.0184 
51 -157.914 
52 96.2504 
53 -47.2578 
54 -153.093 
55 -40.5921 
56 61.603 
57 -158.104 
58 -40.2694 
59 84.5354 
60 -116.632 
61 123.118 
62 -1.54311 
63 -114.637 
64 120.702 
65 5.61238 
66 2.34826 
67 -122.313 
68 122.598 
69 170.704 
70 51.0785 
71 -70.3818 
72 175.73 
73 53.1605 
74 -62.5206 
75 176.457 
76 60.7757 
77 -60.9739 
78 -67.3189 
79 177 
80 55.2504 
81 -162.578 
82 -44.5155 
83 72.9266 
84 170.869 
85 49.5908 
86 -68.9617 
87 -163.689 
88 69.5333 
89 -49.1694 
90 155.825 
91 31.5549 
92 -83.2245 
93 164.983 
94 50.2035 
95 -70.7465 
96 -80.3392 
97 164.881 
98 43.9314 
99 -175.68 
100 -52.7619 
101 64.7504 
102 -172.124 
103 62.5773 
104 -51.0736 
105 52.3078 
106 166.806 
107 -67.748 
108 173.965 
109 54.4892 
110 -62.5897 
111 176.488 
112 59.4086 
113 -64.0371 
114 -63.6425 
115 179.279 
116 55.8328 
ITEM: TIMESTEP
30000
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 -56.4428 
2 -179.666 
3 63.8193 
4 177.999 
5 62.9161 
6 -53.0973 
7 -178.516 
8 65.4704 
9 -63.4331 
10 -64.4656 
11 179.521 
12 50.6174 
13 -165.112 
14 -53.5156 
15 72.6401 
16 -177.435 
17 67.0469 
18 -52.3965 
19 -138.494 
20 -145.633 
21 93.3698 
22 -23.4786 
23 -22.8479 
24 -143.846 
25 99.306 
26 99.3523 
27 -21.6454 
28 151.661 
29 37.1989 
30 -81.6779 
31 -159.32 
32 -38.6112 
33 80.4906 
34 -90.7062 
35 30.6431 
36 148.491 
37 -165.166 
38 72.7536 
39 -41.7189 
40 -169.292 
41 76.2353 
42 -47.2118 
43 -50.4233 
44 -164.896 
45 71.6571 
46 -154.873 
47 74.1058 
48 -34.1596 
49 54.0413 
50 -62.2454 
51 -177.573 
52 66.1401 
53 -67.9617 
54 175.752 
55 -96.5936 
56 24.9636 
57 -176.067 
58 -55.3685 
59 63.77 
60 -120.965 
61 115.899 
62 -3.10745 
63 -122.083 
64 118.91 
65 1.05225 
66 -3.74576 
67 -122.753 
68 119.39 
69 -171.207 
70 68.7516 
71 -50.6139 
72 -169.025 
73 67.8098 
74 -49.8767 
75 -173.784 
76 68.5291 
77 -50.6196 
78 -49.7638 
79 -167.45 
80 73.4011 
81 177.421 
82 -64.932 
83 56.4966 
84 -157.723 
85 83.1551 
86 -36.6538 
87 -162.211 
88 71.7131 
89 -46.7214 
90 -175.132 
91 63.9731 
92 -53.7939 
93 -162.905 
94 79.3275 
95 -42.0103 
96 -52.0725 
97 -169.84 
98 68.8227 
99 -166.263 
100 -45.8891 
101 70.2706 
102 160.722 
103 39.0334 
104 -82.7141 
105 32.1906 
106 149.424 
107 -95.5356 
108 168.345 
109 56.7878 
110 -67.7264 
111 175.943 
112 51.4288 
113 -72.5002 
114 -66.2355 
115 169.25 
116 45.3213 
ITEM: TIMESTEP
30100
ITEM: NUMBER OF ENTRIES
116
ITEM: BOX BOUNDS pp pp pp
-2.1034440479022237e+01 2.1034440479022237e+01
-1.1245775088204779e+01 1.1245775088204779e+01
-1.1245775088204779e+01 1.1245775088204779e+01
ITEM: ENTRIES index c_dphi
1 -42.6358 
2 -166.114 
3 75.0949 
4 -165.142 
5 72.6232 
6 -50.3121 
7 -164.633 
8 72.4319 
9 -42.3979 
10 -52.5866 
11 -175.522 
12 69.6483 
13 -159.332 
14 -40.7905 
15 81.9399 
16 162.597 
17 37.7923 
18 -74.0977 
19 -170.492 
20 -153.197 
21 81.8633 
22 -43.7688 
23 -40.6374 
24 -165.577 
25 68.7908 
26 80.08 
27 -44.8598 
28 179.025 
29 52.1009 
30 -68.2037 
31 160.813 
32 -81.02 
33 39.7668 
